#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0002067	2017-06-15	2017.453425	2016.813798	2017.453425
China|Hangzhou|MH110653||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110651||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002068	2015-08-13	2015.616338	2013.804098	2017.427845
NODE_0002069	2015-11-24	2015.897491	2014.322378	2017.453425
NODE_0002072	2016-05-06	2016.345257	2015.132628	2017.453425
NODE_0002074	2016-11-10	2016.860640	2016.027759	2017.453425
NODE_0002076	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110707||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110645||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002079	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110680||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110706||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002083	2016-11-10	2016.860640	2016.027759	2017.453425
NODE_0002085	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110718||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110656||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002091	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110734||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|NA|MH010628|D2/Zhejiang/HZ138/2017|Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002094	2016-05-06	2016.345257	2015.132628	2017.453425
NODE_0002121	2016-11-10	2016.860640	2016.027759	2017.453425
NODE_0002122	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110686||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110681||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002123	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110669||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110701||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002124	2016-11-10	2016.860640	2016.027759	2017.453425
NODE_0002125	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110668||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110693||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002126	2017-06-15	2017.453425	2016.828225	2017.453425
China|Hangzhou|MH110666||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110726||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002127	2015-09-28	2015.741299	2014.030722	2017.450810
NODE_0002128	2016-02-22	2016.142178	2014.768919	2017.453425
NODE_0002129	2016-10-26	2016.818326	2015.914323	2017.453425
NODE_0002130	2017-06-15	2017.453425	2016.785707	2017.453425
China|Hangzhou|MH110690||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110704||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002131	2017-06-15	2017.453425	2016.785707	2017.453425
China|Hangzhou|MH110661||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110714||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002133	2016-10-26	2016.818326	2015.914323	2017.453425
NODE_0002134	2017-06-15	2017.453425	2016.785707	2017.453425
China|Hangzhou|MH110677||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110699||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002135	2017-06-15	2017.453425	2016.785707	2017.453425
China|Hangzhou|MH110688||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110672||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0002136	2015-11-15	2015.872759	2014.257321	2017.453425
NODE_0002138	2017-06-15	2017.453425	2016.271852	2017.453425
China|Hangzhou|MH110650||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
China|Hangzhou|MH110649||Dengue_2|E|External|2017-06-15|2017.45205479452	2017-06-15	2017.453425	2017.453425	2017.453425
NODE_0001350	2015-12-27	2015.987337	2014.356257	2017.616698
NODE_0001351	2016-05-11	2016.358942	2015.039033	2017.620548
NODE_0001353	2016-12-30	2016.996564	2016.119404	2017.620548
NODE_0001355	2017-08-15	2017.620548	2016.966881	2017.620548
China|Hangzhou|MH110616||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110574||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001356	2017-08-15	2017.620548	2016.966881	2017.620548
China|Hangzhou|MH110614||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110619||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001357	2016-12-30	2016.996564	2016.119404	2017.620548
NODE_0001362	2017-08-15	2017.620548	2016.966881	2017.620548
China|Hangzhou|MH110634||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110620||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001365	2017-08-15	2017.620548	2016.966881	2017.620548
China|Hangzhou|MH110578||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110577||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001366	2016-02-07	2016.102070	2014.565783	2017.620548
NODE_0001368	2016-10-06	2016.762571	2015.712037	2017.620548
NODE_0001369	2017-08-15	2017.620548	2016.853131	2017.620548
China|Hangzhou|MH110576||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110618||Dengue_2|E|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001370	2017-08-15	2017.620548	2016.853131	2017.620548
China|Hangzhou|MH110579||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
China|Hangzhou|MH110580||Dengue_2|WG|External|2017-08-15|2017.61917808219	2017-08-15	2017.620548	2017.620548	2017.620548
NODE_0001373	2016-03-19	2016.213311	2014.770927	2017.662669
NODE_0001374	2016-06-13	2016.450300	2015.174069	2017.705479
NODE_0001376	2016-11-23	2016.895665	2015.950462	2017.705479
China|Hangzhou|MH110587||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001377	2017-04-13	2017.280391	2016.616755	2017.705479
NODE_0001378	2017-09-15	2017.705479	2017.197767	2017.705479
China|Hangzhou|MH110566||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110642||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001380	2017-09-15	2017.705479	2017.197726	2017.705479
China|NA|MH010629|D2/Zhejiang/HZ33/2017|Dengue_2|WG|External|2017-11-15|2017.87123287671	2017-11-15	2017.872603	2017.872603	2017.872603
China|Hangzhou|MH110627||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001382	2016-10-07	2016.766192	2015.745520	2017.705479
NODE_0001383	2017-03-04	2017.171194	2016.448978	2017.705479
NODE_0001384	2017-09-15	2017.705479	2017.146318	2017.705479
China|Hangzhou|MH110631||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110596||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001385	2017-09-15	2017.705479	2017.146318	2017.705479
China|Hangzhou|MH110628||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356773|CHN/ZJ/HZ05/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001386	2017-03-04	2017.171194	2016.448978	2017.705479
NODE_0001389	2017-09-15	2017.705479	2017.146318	2017.705479
China|Zhejiang|MG356771|CHN/ZJ/HZ03/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110600||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001391	2017-09-15	2017.705479	2017.146318	2017.705479
China|Hangzhou|MH110607||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110601||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001393	2016-05-04	2016.339837	2014.992431	2017.687774
NODE_0001394	2016-07-11	2016.524855	2015.327320	2017.705479
NODE_0001395	2016-10-16	2016.790753	2015.809399	2017.705479
NODE_0001396	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001397	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110610||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110595||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001399	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110606||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110570||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001401	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001402	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110588||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356778|CHN/ZJ/HZ10/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001403	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110565||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110611||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001406	2016-10-16	2016.790753	2015.809399	2017.705479
NODE_0001407	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001408	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110621||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356772|CHN/ZJ/HZ04/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001414	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110638||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110581||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001415	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001416	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110597||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356780|CHN/ZJ/HZ12/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001417	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110590||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110602||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001419	2016-07-11	2016.524855	2015.327320	2017.705479
NODE_0001420	2016-10-16	2016.790753	2015.809399	2017.705479
NODE_0001421	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001422	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110571||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356770|CHN/ZJ/HZ02/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001425	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110582||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110605||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001426	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001427	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110622||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110641||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001428	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110637||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110591||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001429	2016-10-16	2016.790753	2015.809399	2017.705479
NODE_0001430	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001431	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110640||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110635||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001432	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110636||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110567||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001433	2017-03-05	2017.174262	2016.475896	2017.705479
NODE_0001434	2017-09-15	2017.705479	2017.159735	2017.705479
China|Hangzhou|MH110630||Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Zhejiang|MG356779|CHN/ZJ/HZ11/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0001435	2017-09-15	2017.705479	2017.159735	2017.705479
China|Zhejiang|MG356776|CHN/ZJ/HZ08/17|Dengue_2|E|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
China|Hangzhou|MH110598||Dengue_2|WG|External|2017-09-15|2017.70410958904	2017-09-15	2017.705479	2017.705479	2017.705479
NODE_0000424	2013-11-06	2013.848441	2012.652239	2015.218090
NODE_0000425	2015-08-23	2015.641619	2014.133000	2017.137603
NODE_0000426	2017-01-07	2017.017738	2015.849504	2018.010665
NODE_0001439	2018-06-15	2018.453425	2017.315796	2018.453425
Singapore|NA|MW510317|SG_EHI_D2/02520Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510285|SG_EHI_D2/41088Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0000428	2017-11-11	2017.861433	2017.148351	2018.303684
Singapore|NA|MW512488|SG_EHI_D2/50047Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510292|SG_EHI_D2/47264Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001441	2018-06-15	2018.453425	2017.793699	2018.453425
Singapore|NA|MW510297|SG_EHI_D2/50881Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510289|SG_EHI_D2/44530Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0000431	2016-08-30	2016.663904	2015.454780	2017.866255
Singapore|NA|MW510290|SG_EHI_D2/44656Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510301|SG_EHI_D2/51700Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510287|SG_EHI_D2/43445Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0000440	2017-12-22	2017.973244	2017.111729	2018.435642
Singapore|NA|MW512487|SG_EHI_D2/52478Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510333|SG_EHI_D2/04047Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001444	2016-11-20	2016.885627	2015.243400	2018.453425
NODE_0001445	2017-04-26	2017.315253	2016.043383	2018.453425
NODE_0001446	2017-11-05	2017.845041	2016.979067	2018.453425
NODE_0001447	2018-06-15	2018.453425	2017.809719	2018.453425
Singapore|NA|MW510288|SG_EHI_D2/44521Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510299|SG_EHI_D2/51644Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001448	2018-06-15	2018.453425	2017.809719	2018.453425
Singapore|NA|MW510291|SG_EHI_D2/46854Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510294|SG_EHI_D2/48356Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001449	2017-11-05	2017.845041	2016.979067	2018.453425
NODE_0001450	2018-06-15	2018.453425	2017.809719	2018.453425
Singapore|NA|MW510303|SG_EHI_D2/52912Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510304|SG_EHI_D2/52888Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001451	2018-06-15	2018.453425	2017.809719	2018.453425
Singapore|NA|MW510293|SG_EHI_D2/48063Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510302|SG_EHI_D2/52270Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001452	2017-02-12	2017.115377	2015.682617	2018.453425
NODE_0001453	2017-09-14	2017.702637	2016.730167	2018.453425
NODE_0001454	2018-06-15	2018.453425	2017.737216	2018.453425
Singapore|NA|MW510305|SG_EHI_D2/52368Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510300|SG_EHI_D2/51491Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001455	2018-06-15	2018.453425	2017.737216	2018.453425
Singapore|NA|MW510286|SG_EHI_D2/41889Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510296|SG_EHI_D2/50717Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001456	2017-04-30	2017.328209	2016.086464	2018.453425
NODE_0001457	2018-06-15	2018.453425	2017.530509	2018.453425
Singapore|NA|MW510295|SG_EHI_D2/49567Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
Singapore|NA|MW510298|SG_EHI_D2/50921Y18|Dengue_2|E|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001458	2017-07-07	2017.514047	2016.438310	2018.453425
Singapore|NA|MW512486|SG_EHI_D2/44357Y18|Dengue_2|WG|External|2018-06-15|2018.45205479452	2018-06-15	2018.453425	2018.453425	2018.453425
NODE_0001459	2017-08-31	2017.663597	2016.618412	2018.774671
Singapore|NA|MW510322|SG_EHI_D2/02428Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001460	2017-10-20	2017.801294	2016.856416	2018.793642
Singapore|NA|MW510326|SG_EHI_D2/03530Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001461	2017-12-05	2017.927792	2017.103570	2018.797688
Singapore|NA|MW510310|SG_EHI_D2/01783Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001462	2018-01-16	2018.043204	2017.318585	2018.807295
Singapore|NA|MW510308|SG_EHI_D2/01575Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001463	2018-02-24	2018.149197	2016.872329	2019.419559
NODE_0001464	2018-11-29	2018.911339	2018.047065	2019.453425
Singapore|NA|MW510328|SG_EHI_D2/03684Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001465	2019-06-15	2019.453425	2018.815479	2019.453425
Singapore|NA|MW512497|SG_EHI_D2/7344Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510312|SG_EHI_D2/01565Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001466	2018-04-02	2018.249810	2017.048992	2019.440108
NODE_0001467	2018-05-28	2018.404928	2017.329215	2019.453425
NODE_0001468	2018-08-17	2018.626561	2017.732667	2019.453425
NODE_0001469	2018-12-15	2018.954238	2018.306571	2019.453425
NODE_0001470	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510314|SG_EHI_D2/02765Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW512498|SG_EHI_D2/3725Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001471	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510343|SG_EHI_D2/07800Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510321|SG_EHI_D2/02843Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001472	2018-12-15	2018.954238	2018.306571	2019.453425
NODE_0001473	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW512496|SG_EHI_D2/4238Y19|Dengue_2|WG|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510315|SG_EHI_D2/02569Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001474	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510318|SG_EHI_D2/02970Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510320|SG_EHI_D2/02839Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001475	2018-08-17	2018.626561	2017.732667	2019.453425
NODE_0001476	2018-12-15	2018.954238	2018.306571	2019.453425
NODE_0001477	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510340|SG_EHI_D2/05668Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510307|SG_EHI_D2/01411Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001478	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510336|SG_EHI_D2/05310Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510341|SG_EHI_D2/05722Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001479	2018-12-15	2018.954238	2018.306571	2019.453425
NODE_0001480	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510323|SG_EHI_D2/02080Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510309|SG_EHI_D2/01611Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001481	2019-06-15	2019.453425	2018.941155	2019.453425
Singapore|NA|MW510311|SG_EHI_D2/01535Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
Singapore|NA|MW510316|SG_EHI_D2/02223Y19|Dengue_2|E|External|2019-06-15|2019.45205479452	2019-06-15	2019.453425	2019.453425	2019.453425
NODE_0001482	2018-05-28	2018.404928	2017.329215	2019.453425
NODE_0001483	2018-08-17	2018.626561	2017.732667	2019.453425
