Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MG737917,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDsw/D15024/2015(PapuaNewGuinea),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737918,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15030/2015(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737919,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15044/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737920,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15048/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737921,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15049/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737922,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15051/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737923,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15052/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737924,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15053/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737925,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15054/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737926,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15055/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737927,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15057/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737928,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15058/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737929,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15059/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737930,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15061/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737931,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15076/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737932,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15077/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737933,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15087/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737934,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15088/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737935,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15099/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737936,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15100/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737937,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15101/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737938,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15103/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737939,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15106/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737940,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15107/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737941,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15110/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737942,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15111/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737943,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15132/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737944,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15137/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737945,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15147/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737946,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15150/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737947,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15156/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737948,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15170/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737949,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15175/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737950,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15188/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737951,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15196/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737952,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15212/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737953,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15232/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737954,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15241/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737955,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15250/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737956,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15261/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737957,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15269/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737958,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15276/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737959,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15286/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737960,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15291/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737961,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15294/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737962,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDgz/D15317/2015(Indonesia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737963,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDgz/D15318/2015(Thailand),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737964,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDsz/D15336/2015(Maldives),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737965,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDyj/D15337/2015(Cambodia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737966,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDmm/D15341/2015(Myanmar),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737967,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D15342/2015(cz_bingli),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737968,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D15343/2015(cz_bingli),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737969,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15345/2015(jy_bingli),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737970,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDcz/D15346/2015(jy_bingli),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737971,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjy/D15358/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737972,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjy/D15359/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737973,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjy/D151457/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737974,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjy/D151458/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737975,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjm/D151604/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737976,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjm/D151605/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737977,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDjm/D151606/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737978,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D151624/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737979,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D151635/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737980,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D151641/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737981,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D151648/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737982,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDst/D151650/2015,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737983,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDzs/D151663/2015(Maldives),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737984,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDzs/D1516651/2015(Vietnam),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2015
MG737985,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.","Institute of Panthogenic Micobiology, Center for Disease Control and Prevention of Guangdong province",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ00918/2015(Thailand),Dengue virus,ssRNA(+),1463,China,China,,Homo sapiens,blood,2015
MG840581,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDst/D16047/2016(Philippines),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840582,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzh/D16003/2016(Thailand),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840583,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDmm/D16005/2016(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840584,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDsz/D16027/2016(),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840585,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDsz/D16029/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840586,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D16032/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840587,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D16033/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840588,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D16034/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840589,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D16035/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840590,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D16036/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840591,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D16038/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840592,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDqy/D16155/2016(foshan),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840593,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDqy/D16158/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840594,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzs/D16161/2016(Papua_New_Guinea),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840595,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzs/D16168/2016(Philippines),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840596,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzs/D16171/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840597,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDhz/D16172/2016,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840598,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDqy/D16215/2016(foshan),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2016
MG840599,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ00581/2016,Dengue virus,ssRNA(+),1465,China,China,,Homo sapiens,blood,2016
MG840600,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ03534/2016(Thailand),Dengue virus,ssRNA(+),1459,China,China,,Homo sapiens,blood,2016
MG840601,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ10007/2016(Indonesia),Dengue virus,ssRNA(+),1458,China,China,,Homo sapiens,blood,2016
MG840602,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ11140/2016(Indonesia),Dengue virus,ssRNA(+),1457,China,China,,Homo sapiens,blood,2016
